Mes_Ano;Data_Baixa;Armazem_Agrupado;Tipo_Armazem;UF;Tipo_Desconexao;Tecnologia;Volume
01/04/2026;24/04/2026;ALARES LOJA;ALARES LOJA;PR;voluntaria;OUTROS;1
01/04/2026;24/04/2026;ALARES LOJA;ALARES LOJA;SP;voluntaria;OUTROS;2
01/04/2026;24/04/2026;ALARES LOJA;ALARES LOJA;MG;voluntaria;OUTROS;7
01/04/2026;24/04/2026;ALARES LOJA;ALARES LOJA;CE;voluntaria;WIFI 5;2
01/04/2026;24/04/2026;ALARES LOJA;ALARES LOJA;MG;voluntaria;WIFI 5;13
01/04/2026;24/04/2026;ALARES LOJA;ALARES LOJA;PB;voluntaria;WIFI 5;1
01/04/2026;24/04/2026;ALARES LOJA;ALARES LOJA;BA;voluntaria;WIFI 5;1
01/04/2026;24/04/2026;ALARES LOJA;ALARES LOJA;PR;voluntaria;WIFI 5;1
01/04/2026;24/04/2026;ALARES LOJA;ALARES LOJA;SP;voluntaria;WIFI 5;15
01/04/2026;24/04/2026;ALARES LOJA;ALARES LOJA;CE;voluntaria;WIFI 6;1
01/04/2026;24/04/2026;ALARES LOJA;ALARES LOJA;PB;voluntaria;WIFI 6;1
01/04/2026;24/04/2026;ALARES LOJA;ALARES LOJA;SP;voluntaria;WIFI 6;11
01/04/2026;24/04/2026;ALARES LOJA;ALARES LOJA;MG;voluntaria;WIFI 6;6
01/04/2026;24/04/2026;ALARES TECNICOS;ALARES TECNICOS;CE;voluntaria;WIFI 5;1
01/04/2026;24/04/2026;CLOVIS LUCIANO;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;1
01/04/2026;24/04/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;involuntaria;OUTROS;2
01/04/2026;24/04/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;involuntaria;WIFI 5;3
01/04/2026;24/04/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;involuntaria;WIFI 6;2
01/04/2026;24/04/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;voluntaria;OUTROS;4
01/04/2026;24/04/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;voluntaria;WIFI 5;3
01/04/2026;24/04/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;voluntaria;WIFI 6;1
01/04/2026;24/04/2026;CRH;TERCEIROS COLETA;Sem.Info;Sem.Info;OUTROS;1
01/04/2026;24/04/2026;CRH;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;1
01/04/2026;24/04/2026;CRH;TERCEIROS COLETA;SP;involuntaria;OUTROS;1
01/04/2026;24/04/2026;CRH;TERCEIROS COLETA;SP;involuntaria;WIFI 5;1
01/04/2026;24/04/2026;CRH;TERCEIROS COLETA;SP;involuntaria;WIFI 6;1
01/04/2026;24/04/2026;CRH;TERCEIROS COLETA;SP;voluntaria;OUTROS;2
01/04/2026;24/04/2026;CRH;TERCEIROS COLETA;SP;voluntaria;WIFI 5;2
01/04/2026;24/04/2026;CRH;TERCEIROS COLETA;SP;voluntaria;WIFI 6;1
01/04/2026;24/04/2026;DEROYQUE;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;1
01/04/2026;24/04/2026;DEROYQUE;TERCEIROS COLETA;BA;involuntaria;WIFI 5;1
01/04/2026;24/04/2026;DEROYQUE;TERCEIROS COLETA;SP;involuntaria;WIFI 6;1
01/04/2026;24/04/2026;DEROYQUE;TERCEIROS COLETA;BA;involuntaria;WIFI 6;2
01/04/2026;24/04/2026;DEROYQUE;TERCEIROS COLETA;MG;voluntaria;WIFI 5;1
01/04/2026;24/04/2026;DEROYQUE;TERCEIROS COLETA;BA;voluntaria;WIFI 5;3
01/04/2026;24/04/2026;DEROYQUE;TERCEIROS COLETA;BA;voluntaria;WIFI 6;1
01/04/2026;24/04/2026;JL - MG;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;1
01/04/2026;24/04/2026;JL - MG;TERCEIROS COLETA;MG;voluntaria;WIFI 5;1
01/04/2026;24/04/2026;JOAO MANTOAN;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;1
01/04/2026;24/04/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;involuntaria;OUTROS;3
01/04/2026;24/04/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;involuntaria;WIFI 5;13
01/04/2026;24/04/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;involuntaria;WIFI 6;3
01/04/2026;24/04/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;voluntaria;WIFI 5;8
01/04/2026;24/04/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;voluntaria;WIFI 6;1
01/04/2026;24/04/2026;LVMOTOBOY;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;1
01/04/2026;24/04/2026;LVMOTOBOY;TERCEIROS COLETA;SP;voluntaria;OUTROS;3
01/04/2026;24/04/2026;LVMOTOBOY;TERCEIROS COLETA;SP;voluntaria;WIFI 5;3
01/04/2026;24/04/2026;LVMOTOBOY;TERCEIROS COLETA;SP;voluntaria;WIFI 6;1
01/04/2026;24/04/2026;NDR;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;2
01/04/2026;24/04/2026;NDR;TERCEIROS COLETA;RN;involuntaria;OUTROS;6
01/04/2026;24/04/2026;NDR;TERCEIROS COLETA;RN;involuntaria;WIFI 5;18
01/04/2026;24/04/2026;NDR;TERCEIROS COLETA;RN;involuntaria;WIFI 6;33
01/04/2026;24/04/2026;NDR;TERCEIROS COLETA;RN;voluntaria;IPTV;22
01/04/2026;24/04/2026;NDR;TERCEIROS COLETA;RN;voluntaria;OUTROS;1
01/04/2026;24/04/2026;NDR;TERCEIROS COLETA;RN;voluntaria;WIFI 5;27
01/04/2026;24/04/2026;NDR;TERCEIROS COLETA;RN;voluntaria;WIFI 6;32
01/04/2026;24/04/2026;OMEGA;TERCEIROS COLETA;Sem.Info;Sem.Info;OUTROS;1
01/04/2026;24/04/2026;OMEGA;TERCEIROS COLETA;CE;involuntaria;OUTROS;4
01/04/2026;24/04/2026;OMEGA;TERCEIROS COLETA;CE;involuntaria;WIFI 5;11
01/04/2026;24/04/2026;OMEGA;TERCEIROS COLETA;CE;involuntaria;WIFI 6;5
01/04/2026;24/04/2026;OMEGA;TERCEIROS COLETA;CE;voluntaria;IPTV;2
01/04/2026;24/04/2026;OMEGA;TERCEIROS COLETA;CE;voluntaria;OUTROS;14
01/04/2026;24/04/2026;OMEGA;TERCEIROS COLETA;CE;voluntaria;WIFI 5;17
01/04/2026;24/04/2026;OMEGA;TERCEIROS COLETA;CE;voluntaria;WIFI 6;26
01/04/2026;24/04/2026;REPARO ELETROS;TERCEIROS COLETA;CE;involuntaria;OUTROS;2
01/04/2026;24/04/2026;REPARO ELETROS;TERCEIROS COLETA;CE;involuntaria;WIFI 5;1
01/04/2026;24/04/2026;REPARO ELETROS;TERCEIROS COLETA;CE;involuntaria;WIFI 6;8
01/04/2026;24/04/2026;TELECOM;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;2
01/04/2026;24/04/2026;TELECOM;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 6;1
01/04/2026;24/04/2026;TELECOM;TERCEIROS COLETA;SP;involuntaria;OUTROS;1
01/04/2026;24/04/2026;TELECOM;TERCEIROS COLETA;PR;involuntaria;OUTROS;1
01/04/2026;24/04/2026;TELECOM;TERCEIROS COLETA;SP;involuntaria;WIFI 5;9
01/04/2026;24/04/2026;TELECOM;TERCEIROS COLETA;SP;involuntaria;WIFI 6;6
01/04/2026;24/04/2026;TELECOM;TERCEIROS COLETA;PR;involuntaria;WIFI 6;1
01/04/2026;24/04/2026;TELECOM;TERCEIROS COLETA;SP;voluntaria;OUTROS;1
01/04/2026;24/04/2026;TELECOM;TERCEIROS COLETA;SP;voluntaria;WIFI 5;6
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;Sem.Info;Sem.Info;OUTROS;4
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;Sem.Info;Sem.Info;WIFI 5;8
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;Sem.Info;Sem.Info;WIFI 6;2
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;MG;involuntaria;OUTROS;2
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;SP;involuntaria;WIFI 5;1
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;MG;involuntaria;WIFI 5;1
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;MG;involuntaria;WIFI 6;2
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;RN;voluntaria;IPTV;1
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;RN;voluntaria;OUTROS;1
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;MG;voluntaria;OUTROS;4
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;BA;voluntaria;OUTROS;1
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;SP;voluntaria;OUTROS;6
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;PB;voluntaria;WIFI 5;5
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;BA;voluntaria;WIFI 5;2
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;RN;voluntaria;WIFI 5;8
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;MG;voluntaria;WIFI 5;10
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;CE;voluntaria;WIFI 5;3
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;SP;voluntaria;WIFI 5;25
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;SP;voluntaria;WIFI 6;10
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;BA;voluntaria;WIFI 6;1
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;PB;voluntaria;WIFI 6;2
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;RN;voluntaria;WIFI 6;6
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;MG;voluntaria;WIFI 6;7
01/04/2026;23/04/2026;ALARES LOJA;ALARES LOJA;CE;voluntaria;WIFI 6;2
01/04/2026;23/04/2026;ALARES TECNICOS;ALARES TECNICOS;Sem.Info;Sem.Info;WIFI 5;1
01/04/2026;23/04/2026;ALARES TECNICOS;ALARES TECNICOS;Sem.Info;Sem.Info;WIFI 6;1
01/04/2026;23/04/2026;ALARES TECNICOS;ALARES TECNICOS;RN;voluntaria;WIFI 6;1
01/04/2026;23/04/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;involuntaria;OUTROS;1
01/04/2026;23/04/2026;CLOVIS LUCIANO;TERCEIROS COLETA;MG;involuntaria;OUTROS;1
01/04/2026;23/04/2026;CLOVIS LUCIANO;TERCEIROS COLETA;MG;involuntaria;WIFI 5;1
01/04/2026;23/04/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;involuntaria;WIFI 5;1
01/04/2026;23/04/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;voluntaria;OUTROS;2
01/04/2026;23/04/2026;CLOVIS LUCIANO;TERCEIROS COLETA;MG;voluntaria;OUTROS;2
01/04/2026;23/04/2026;CLOVIS LUCIANO;TERCEIROS COLETA;MG;voluntaria;WIFI 5;4
01/04/2026;23/04/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;voluntaria;WIFI 5;2
01/04/2026;23/04/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;voluntaria;WIFI 6;1
01/04/2026;23/04/2026;CLOVIS LUCIANO;TERCEIROS COLETA;MG;voluntaria;WIFI 6;1
01/04/2026;23/04/2026;CRH;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;3
01/04/2026;23/04/2026;CRH;TERCEIROS COLETA;SP;involuntaria;WIFI 5;3
01/04/2026;23/04/2026;CRH;TERCEIROS COLETA;SP;voluntaria;OUTROS;2
01/04/2026;23/04/2026;CRH;TERCEIROS COLETA;SP;voluntaria;WIFI 5;9
01/04/2026;23/04/2026;CRH;TERCEIROS COLETA;SP;voluntaria;WIFI 6;6
01/04/2026;23/04/2026;DEBORAH BRUNA;TERCEIROS COLETA;PB;involuntaria;WIFI 5;3
01/04/2026;23/04/2026;DEBORAH BRUNA;TERCEIROS COLETA;PB;involuntaria;WIFI 6;3
01/04/2026;23/04/2026;DEROYQUE;TERCEIROS COLETA;Sem.Info;Sem.Info;OUTROS;2
01/04/2026;23/04/2026;DEROYQUE;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;2
01/04/2026;23/04/2026;DEROYQUE;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 6;1
01/04/2026;23/04/2026;DEROYQUE;TERCEIROS COLETA;BA;involuntaria;WIFI 5;1
01/04/2026;23/04/2026;DEROYQUE;TERCEIROS COLETA;MG;involuntaria;WIFI 5;1
01/04/2026;23/04/2026;DEROYQUE;TERCEIROS COLETA;BA;involuntaria;WIFI 6;1
01/04/2026;23/04/2026;DEROYQUE;TERCEIROS COLETA;BA;voluntaria;OUTROS;2
01/04/2026;23/04/2026;DEROYQUE;TERCEIROS COLETA;BA;voluntaria;WIFI 5;7
01/04/2026;23/04/2026;DEROYQUE;TERCEIROS COLETA;MG;voluntaria;WIFI 5;2
01/04/2026;23/04/2026;DEROYQUE;TERCEIROS COLETA;SP;voluntaria;WIFI 5;2
01/04/2026;23/04/2026;DEROYQUE;TERCEIROS COLETA;SP;voluntaria;WIFI 6;1
01/04/2026;23/04/2026;DEROYQUE;TERCEIROS COLETA;BA;voluntaria;WIFI 6;3
01/04/2026;23/04/2026;JL - MG;TERCEIROS COLETA;MG;involuntaria;OUTROS;4
01/04/2026;23/04/2026;JL - MG;TERCEIROS COLETA;MG;involuntaria;WIFI 5;12
01/04/2026;23/04/2026;JL - MG;TERCEIROS COLETA;MG;involuntaria;WIFI 6;15
01/04/2026;23/04/2026;JL - MG;TERCEIROS COLETA;MG;voluntaria;OUTROS;6
01/04/2026;23/04/2026;JL - MG;TERCEIROS COLETA;MG;voluntaria;WIFI 5;23
01/04/2026;23/04/2026;JL - MG;TERCEIROS COLETA;MG;voluntaria;WIFI 6;12
01/04/2026;23/04/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;involuntaria;OUTROS;1
01/04/2026;23/04/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;involuntaria;WIFI 5;14
01/04/2026;23/04/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;involuntaria;WIFI 6;5
01/04/2026;23/04/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;voluntaria;OUTROS;6
01/04/2026;23/04/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;voluntaria;WIFI 5;16
01/04/2026;23/04/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;voluntaria;WIFI 6;9
01/04/2026;23/04/2026;LVMOTOBOY;TERCEIROS COLETA;SP;involuntaria;IPTV;1
01/04/2026;23/04/2026;LVMOTOBOY;TERCEIROS COLETA;SP;involuntaria;OUTROS;2
01/04/2026;23/04/2026;LVMOTOBOY;TERCEIROS COLETA;SP;involuntaria;WIFI 5;13
01/04/2026;23/04/2026;LVMOTOBOY;TERCEIROS COLETA;SP;involuntaria;WIFI 6;1
01/04/2026;23/04/2026;LVMOTOBOY;TERCEIROS COLETA;SP;voluntaria;IPTV;3
01/04/2026;23/04/2026;LVMOTOBOY;TERCEIROS COLETA;SP;voluntaria;OUTROS;6
01/04/2026;23/04/2026;LVMOTOBOY;TERCEIROS COLETA;SP;voluntaria;WIFI 5;22
01/04/2026;23/04/2026;LVMOTOBOY;TERCEIROS COLETA;SP;voluntaria;WIFI 6;5
01/04/2026;23/04/2026;MASTER SERVICE_ORN;TERCEIROS COLETA;Sem.Info;Sem.Info;OUTROS;2
01/04/2026;23/04/2026;MASTER SERVICE_ORN;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 6;1
01/04/2026;23/04/2026;MASTER SERVICE_ORN;TERCEIROS COLETA;SP;involuntaria;OUTROS;2
01/04/2026;23/04/2026;MASTER SERVICE_ORN;TERCEIROS COLETA;SP;involuntaria;WIFI 5;5
01/04/2026;23/04/2026;MASTER SERVICE_ORN;TERCEIROS COLETA;SP;involuntaria;WIFI 6;12
01/04/2026;23/04/2026;MASTER SERVICE_ORN;TERCEIROS COLETA;SP;voluntaria;OUTROS;1
01/04/2026;23/04/2026;MASTER SERVICE_ORN;TERCEIROS COLETA;SP;voluntaria;WIFI 5;19
01/04/2026;23/04/2026;MASTER SERVICE_ORN;TERCEIROS COLETA;SP;voluntaria;WIFI 6;10
01/04/2026;23/04/2026;NDR;TERCEIROS COLETA;RN;involuntaria;OUTROS;2
01/04/2026;23/04/2026;NDR;TERCEIROS COLETA;RN;involuntaria;WIFI 5;15
01/04/2026;23/04/2026;NDR;TERCEIROS COLETA;RN;involuntaria;WIFI 6;20
01/04/2026;23/04/2026;NDR;TERCEIROS COLETA;RN;voluntaria;IPTV;5
01/04/2026;23/04/2026;NDR;TERCEIROS COLETA;RN;voluntaria;OUTROS;2
01/04/2026;23/04/2026;NDR;TERCEIROS COLETA;RN;voluntaria;WIFI 5;30
01/04/2026;23/04/2026;NDR;TERCEIROS COLETA;RN;voluntaria;WIFI 6;15
01/04/2026;23/04/2026;OMEGA;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;2
01/04/2026;23/04/2026;OMEGA;TERCEIROS COLETA;CE;involuntaria;OUTROS;2
01/04/2026;23/04/2026;OMEGA;TERCEIROS COLETA;CE;involuntaria;WIFI 5;4
01/04/2026;23/04/2026;OMEGA;TERCEIROS COLETA;CE;involuntaria;WIFI 6;2
01/04/2026;23/04/2026;OMEGA;TERCEIROS COLETA;CE;voluntaria;OUTROS;6
01/04/2026;23/04/2026;OMEGA;TERCEIROS COLETA;CE;voluntaria;WIFI 5;5
01/04/2026;23/04/2026;OMEGA;TERCEIROS COLETA;CE;voluntaria;WIFI 6;5
01/04/2026;23/04/2026;REPARO ELETROS;TERCEIROS COLETA;CE;involuntaria;WIFI 5;1
01/04/2026;23/04/2026;REPARO ELETROS;TERCEIROS COLETA;CE;involuntaria;WIFI 6;1
01/04/2026;23/04/2026;REPARO ELETROS;TERCEIROS COLETA;CE;voluntaria;WIFI 5;6
01/04/2026;23/04/2026;REPARO ELETROS;TERCEIROS COLETA;CE;voluntaria;WIFI 6;2
01/04/2026;23/04/2026;TELECOM;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;4
01/04/2026;23/04/2026;TELECOM;TERCEIROS COLETA;SP;involuntaria;OUTROS;5
01/04/2026;23/04/2026;TELECOM;TERCEIROS COLETA;PR;involuntaria;OUTROS;5
01/04/2026;23/04/2026;TELECOM;TERCEIROS COLETA;SP;involuntaria;WIFI 5;43
01/04/2026;23/04/2026;TELECOM;TERCEIROS COLETA;PR;involuntaria;WIFI 5;16
01/04/2026;23/04/2026;TELECOM;TERCEIROS COLETA;SP;involuntaria;WIFI 6;12
01/04/2026;23/04/2026;TELECOM;TERCEIROS COLETA;PR;involuntaria;WIFI 6;6
01/04/2026;23/04/2026;TELECOM;TERCEIROS COLETA;SP;voluntaria;OUTROS;2
01/04/2026;23/04/2026;TELECOM;TERCEIROS COLETA;PR;voluntaria;OUTROS;4
01/04/2026;23/04/2026;TELECOM;TERCEIROS COLETA;SP;voluntaria;WIFI 5;31
01/04/2026;23/04/2026;TELECOM;TERCEIROS COLETA;PR;voluntaria;WIFI 5;15
01/04/2026;23/04/2026;TELECOM;TERCEIROS COLETA;SP;voluntaria;WIFI 6;15
01/04/2026;23/04/2026;TELECOM;TERCEIROS COLETA;PR;voluntaria;WIFI 6;9
01/04/2026;22/04/2026;ALARES LOJA;ALARES LOJA;Sem.Info;Sem.Info;OUTROS;1
01/04/2026;22/04/2026;ALARES LOJA;ALARES LOJA;Sem.Info;Sem.Info;WIFI 5;11
01/04/2026;22/04/2026;ALARES LOJA;ALARES LOJA;CE;voluntaria;IPTV;5
01/04/2026;22/04/2026;ALARES LOJA;ALARES LOJA;SP;voluntaria;IPTV;3
01/04/2026;22/04/2026;ALARES LOJA;ALARES LOJA;MG;voluntaria;OUTROS;3
01/04/2026;22/04/2026;ALARES LOJA;ALARES LOJA;SP;voluntaria;OUTROS;4
01/04/2026;22/04/2026;ALARES LOJA;ALARES LOJA;CE;voluntaria;WIFI 5;3
01/04/2026;22/04/2026;ALARES LOJA;ALARES LOJA;RN;voluntaria;WIFI 5;5
01/04/2026;22/04/2026;ALARES LOJA;ALARES LOJA;MG;voluntaria;WIFI 5;6
01/04/2026;22/04/2026;ALARES LOJA;ALARES LOJA;PB;voluntaria;WIFI 5;2
01/04/2026;22/04/2026;ALARES LOJA;ALARES LOJA;SP;voluntaria;WIFI 5;25
01/04/2026;22/04/2026;ALARES LOJA;ALARES LOJA;BA;voluntaria;WIFI 5;2
01/04/2026;22/04/2026;ALARES LOJA;ALARES LOJA;RN;voluntaria;WIFI 6;4
01/04/2026;22/04/2026;ALARES LOJA;ALARES LOJA;MG;voluntaria;WIFI 6;3
01/04/2026;22/04/2026;ALARES LOJA;ALARES LOJA;CE;voluntaria;WIFI 6;3
01/04/2026;22/04/2026;ALARES LOJA;ALARES LOJA;BA;voluntaria;WIFI 6;3
01/04/2026;22/04/2026;ALARES LOJA;ALARES LOJA;PB;voluntaria;WIFI 6;2
01/04/2026;22/04/2026;ALARES LOJA;ALARES LOJA;SP;voluntaria;WIFI 6;21
01/04/2026;22/04/2026;ALARES TECNICOS;ALARES TECNICOS;RN;involuntaria;WIFI 5;1
01/04/2026;22/04/2026;ALARES TECNICOS;ALARES TECNICOS;RN;voluntaria;WIFI 5;1
01/04/2026;22/04/2026;ALARES TECNICOS;ALARES TECNICOS;PB;voluntaria;WIFI 6;1
01/04/2026;22/04/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;involuntaria;OUTROS;2
01/04/2026;22/04/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;voluntaria;OUTROS;1
01/04/2026;22/04/2026;CLOVIS LUCIANO;TERCEIROS COLETA;SP;voluntaria;WIFI 5;1
01/04/2026;22/04/2026;CRH;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;1
01/04/2026;22/04/2026;CRH;TERCEIROS COLETA;SP;involuntaria;OUTROS;3
01/04/2026;22/04/2026;CRH;TERCEIROS COLETA;SP;involuntaria;WIFI 5;10
01/04/2026;22/04/2026;CRH;TERCEIROS COLETA;SP;involuntaria;WIFI 6;12
01/04/2026;22/04/2026;CRH;TERCEIROS COLETA;SP;voluntaria;OUTROS;11
01/04/2026;22/04/2026;CRH;TERCEIROS COLETA;SP;voluntaria;WIFI 5;20
01/04/2026;22/04/2026;CRH;TERCEIROS COLETA;SP;voluntaria;WIFI 6;13
01/04/2026;22/04/2026;DEBORAH BRUNA;TERCEIROS COLETA;PB;involuntaria;WIFI 5;3
01/04/2026;22/04/2026;DEBORAH BRUNA;TERCEIROS COLETA;PB;involuntaria;WIFI 6;3
01/04/2026;22/04/2026;DEBORAH BRUNA;TERCEIROS COLETA;PB;voluntaria;WIFI 5;1
01/04/2026;22/04/2026;DEBORAH BRUNA;TERCEIROS COLETA;PB;voluntaria;WIFI 6;3
01/04/2026;22/04/2026;DEROYQUE;TERCEIROS COLETA;SP;involuntaria;WIFI 6;1
01/04/2026;22/04/2026;DEROYQUE;TERCEIROS COLETA;BA;voluntaria;WIFI 5;2
01/04/2026;22/04/2026;DEROYQUE;TERCEIROS COLETA;SP;voluntaria;WIFI 5;5
01/04/2026;22/04/2026;DEROYQUE;TERCEIROS COLETA;SP;voluntaria;WIFI 6;3
01/04/2026;22/04/2026;DEROYQUE;TERCEIROS COLETA;BA;voluntaria;WIFI 6;4
01/04/2026;22/04/2026;JL - MG;TERCEIROS COLETA;Sem.Info;Sem.Info;OUTROS;3
01/04/2026;22/04/2026;JL - MG;TERCEIROS COLETA;MG;involuntaria;OUTROS;15
01/04/2026;22/04/2026;JL - MG;TERCEIROS COLETA;MG;involuntaria;WIFI 5;4
01/04/2026;22/04/2026;JL - MG;TERCEIROS COLETA;MG;involuntaria;WIFI 6;2
01/04/2026;22/04/2026;JL - MG;TERCEIROS COLETA;MG;voluntaria;OUTROS;14
01/04/2026;22/04/2026;JL - MG;TERCEIROS COLETA;MG;voluntaria;WIFI 5;10
01/04/2026;22/04/2026;JL - MG;TERCEIROS COLETA;MG;voluntaria;WIFI 6;3
01/04/2026;22/04/2026;JOAO MANTOAN;TERCEIROS COLETA;Sem.Info;Sem.Info;OUTROS;10
01/04/2026;22/04/2026;JOAO MANTOAN;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;5
01/04/2026;22/04/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;involuntaria;OUTROS;1
01/04/2026;22/04/2026;JOAO MANTOAN;TERCEIROS COLETA;PR;involuntaria;OUTROS;1
01/04/2026;22/04/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;involuntaria;WIFI 5;6
01/04/2026;22/04/2026;JOAO MANTOAN;TERCEIROS COLETA;PR;involuntaria;WIFI 5;1
01/04/2026;22/04/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;involuntaria;WIFI 6;1
01/04/2026;22/04/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;voluntaria;OUTROS;10
01/04/2026;22/04/2026;JOAO MANTOAN;TERCEIROS COLETA;PR;voluntaria;WIFI 5;2
01/04/2026;22/04/2026;JOAO MANTOAN;TERCEIROS COLETA;SP;voluntaria;WIFI 5;30
01/04/2026;22/04/2026;LVMOTOBOY;TERCEIROS COLETA;Sem.Info;Sem.Info;OUTROS;1
01/04/2026;22/04/2026;LVMOTOBOY;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;1
01/04/2026;22/04/2026;LVMOTOBOY;TERCEIROS COLETA;SP;involuntaria;OUTROS;4
01/04/2026;22/04/2026;LVMOTOBOY;TERCEIROS COLETA;SP;involuntaria;WIFI 5;10
01/04/2026;22/04/2026;LVMOTOBOY;TERCEIROS COLETA;SP;involuntaria;WIFI 6;6
01/04/2026;22/04/2026;LVMOTOBOY;TERCEIROS COLETA;SP;voluntaria;OUTROS;3
01/04/2026;22/04/2026;LVMOTOBOY;TERCEIROS COLETA;SP;voluntaria;WIFI 5;18
01/04/2026;22/04/2026;LVMOTOBOY;TERCEIROS COLETA;SP;voluntaria;WIFI 6;11
01/04/2026;22/04/2026;NDR;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;1
01/04/2026;22/04/2026;NDR;TERCEIROS COLETA;RN;involuntaria;OUTROS;2
01/04/2026;22/04/2026;NDR;TERCEIROS COLETA;RN;involuntaria;WIFI 5;17
01/04/2026;22/04/2026;NDR;TERCEIROS COLETA;RN;involuntaria;WIFI 6;16
01/04/2026;22/04/2026;NDR;TERCEIROS COLETA;RN;voluntaria;IPTV;8
01/04/2026;22/04/2026;NDR;TERCEIROS COLETA;RN;voluntaria;OUTROS;9
01/04/2026;22/04/2026;NDR;TERCEIROS COLETA;RN;voluntaria;WIFI 5;32
01/04/2026;22/04/2026;NDR;TERCEIROS COLETA;RN;voluntaria;WIFI 6;16
01/04/2026;22/04/2026;OMEGA;TERCEIROS COLETA;Sem.Info;Sem.Info;WIFI 5;1
01/04/2026;22/04/2026;OMEGA;TERCEIROS COLETA;CE;involuntaria;OUTROS;6
01/04/2026;22/04/2026;OMEGA;TERCEIROS COLETA;CE;involuntaria;WIFI 5;13
01/04/2026;22/04/2026;OMEGA;TERCEIROS COLETA;CE;involuntaria;WIFI 6;11
